"phase_id","region","country","location","sampleType","startDate","endDate","midpointDate","testTime","testName","citationID","nSeropositives","nSamples","sensitivityMean","sensitivityL","sensitivityH","includedTable","notes","timeKnown","antigenTarget","antibodyTarget","technique","design","validationGroup","predictedPos","predictedPosL","predictedPosH","sensitivityMeanPred","sensitivityMedianPred","sensitivityLPred","sensitivityHPred"
"--","Europe","Germany","--","hospitalized + non-hospitalized patients","--","--","*2020",14,"GenScript cPass neutralization kit","n-290",33,35,94.29,80.84,99.3,"","table 1",TRUE,"RBD",NA,"NT (protein-protein ELISA)","competitive",65,25,11,33,69.2057920160421,71.2632179935866,35.3967386481675,91.9447622444014
"--","Europe","Germany","--","hospitalized + non-hospitalized patients","--","--","*2020",1,"GenScript cPass neutralization kit","n-290",35,39,89.74,75.78,97.13,"","table 1",TRUE,"RBD",NA,"NT (protein-protein ELISA)","competitive",64,37,30,39,93.0368995088653,94.0915165512732,81.1496056169309,98.4909523961874
"--","Europe","Netherlands","{ ? }","convenience (general population)","4/14/2020","--","--",2,"GenScript cPass neutralization kit","n-226",85,85,100,95.75,100,"Yes","",TRUE,"RBD",NA,"NT (protein-protein ELISA)","competitive",64,79,55,85,89.8165410109034,92.5166922432942,65.476903696444,98.8947364270098
"--","Europe","Germany","--","hospitalized + non-hospitalized patients","--","--","*2020",2,"GenScript cPass neutralization kit","n-290",180,194,92.78,88.19,96,"","table 1",TRUE,"RBD",NA,"NT (protein-protein ELISA)","competitive",64,183,159,192,93.2208739175037,94.0921067779133,83.023756066604,98.2647743790435
"--","Europe","Netherlands","{ ? }","convenience (general population)","--","8/15/2020","--",4,"GenScript cPass neutralization kit","n-226",83,85,97.65,91.76,99.71,"Yes","",TRUE,"RBD",NA,"NT (protein-protein ELISA)","competitive",64,79,55,85,89.883747875157,92.5398023831837,66.0229994855307,98.7748624566856
"--","Europe","Germany","--","hospitalized + non-hospitalized patients","--","--","*2020",4,"GenScript cPass neutralization kit","n-290",114,123,92.68,86.56,96.6,"","table 1",TRUE,"RBD",NA,"NT (protein-protein ELISA)","competitive",64,116,104,122,93.5136839585071,94.0402042214965,86.1660303921393,97.7526639977613
"--","Europe","Germany","--","hospitalized + non-hospitalized patients","--","--","*2020",6,"GenScript cPass neutralization kit","n-290",139,162,85.8,79.46,90.78,"","table 1",TRUE,"RBD",NA,"NT (protein-protein ELISA)","competitive",64,152,141,159,93.7059731856122,93.9836061235961,88.5404844331137,97.1129786321503
"--","Europe","Germany","--","hospitalized + non-hospitalized patients","--","--","*2020",8,"Euroimmun anti-nucleocapsid IgG IgM","n-290",49,95,51.58,41.1,61.96,"","table 1",TRUE,"N","IgG IgM","ELISA","indirect",63,52,36,66,54.4114655922449,54.416267218002,41.869475517512,66.6992751370636
"--","Europe","Germany","--","hospitalized + non-hospitalized patients","--","--","*2020",10,"Euroimmun anti-nucleocapsid IgG IgM","n-290",31,89,34.83,25.04,45.67,"","table 1",TRUE,"N","IgG IgM","ELISA","indirect",63,34,18,53,38.4934517467077,38.0903915075926,22.8211478636479,56.3675807217192
"--","Europe","Germany","--","hospitalized + non-hospitalized patients","--","--","*2020",12,"Euroimmun anti-nucleocapsid IgG IgM","n-290",23,91,25.27,16.75,35.47,"","table 1",TRUE,"N","IgG IgM","ELISA","indirect",63,22,8,43,25.1509393496019,24.077225675613,10.7314156981221,45.5081098615423
"--","Europe","Germany","--","hospitalized + non-hospitalized patients","--","--","*2020",14,"Euroimmun anti-nucleocapsid IgG IgM","n-290",6,35,17.14,6.562,33.65,"","table 1",TRUE,"N","IgG IgM","ELISA","indirect",63,5,0,14,15.5876281978276,14.0727176340212,4.60966233915411,35.2639042601567
"--","Europe","Netherlands","{ ? }","convenience (general population)","4/14/2020","--","--",2,"Euroimmun anti-nucleocapsid IgG IgM","n-226",77,85,90.59,82.29,95.85,"Yes","",TRUE,"N","IgG IgM","ELISA","indirect",62,71,36,83,79.9427733896127,83.4745979339545,44.0275995777738,97.1675109827033
"--","Europe","Netherlands","{ ? }","convenience (general population)","--","8/15/2020","--",4,"Euroimmun anti-nucleocapsid IgG IgM","n-226",71,85,83.53,73.91,90.69,"Yes","",TRUE,"N","IgG IgM","ELISA","indirect",62,64,25,82,71.2269480908319,74.7639774886161,30.5807374256802,95.1605287101026
"--","Europe","Germany","--","hospitalized + non-hospitalized patients","--","--","*2020",1,"Euroimmun anti-nucleocapsid IgG IgM","n-290",31,39,79.49,63.54,90.7,"","table 1",TRUE,"N","IgG IgM","ELISA","indirect",62,34,26,38,85.782224409646,86.7892439415834,71.3567128220208,94.6639770567657
"--","Europe","Germany","--","hospitalized + non-hospitalized patients","--","--","*2020",2,"Euroimmun anti-nucleocapsid IgG IgM","n-290",180,194,92.78,88.19,96,"","table 1",TRUE,"N","IgG IgM","ELISA","indirect",62,162,129,181,82.5034866396093,83.3962209752857,67.8935048536545,92.3967168308097
"--","Europe","Germany","--","hospitalized + non-hospitalized patients","--","--","*2020",4,"Euroimmun anti-nucleocapsid IgG IgM","n-290",105,123,85.37,77.86,91.09,"","table 1",TRUE,"N","IgG IgM","ELISA","indirect",62,92,71,107,74.0073950302733,74.5707645835165,60.0189754686933,85.239398752217
"--","Europe","Germany","--","hospitalized + non-hospitalized patients","--","--","*2020",6,"Euroimmun anti-nucleocapsid IgG IgM","n-290",108,162,66.67,58.84,73.87,"","table 1",TRUE,"N","IgG IgM","ELISA","indirect",62,102,79,122,62.8690093354755,63.0408413716415,51.2601462202254,73.3455704312688
"--","Europe","Germany","--","hospitalized + non-hospitalized patients","--","--","*2020",8,"Elecsys Anti-SARS-CoV-2 Roche spike","n-290",95,95,100,96.19,100,"","table 1",TRUE,"RBD","IgG IgM IgA","CMIA","sandwich",61,95,94,95,99.8349677737487,99.9099879521494,99.2044505429821,99.9959245098331
"--","Europe","Germany","--","hospitalized + non-hospitalized patients","--","--","*2020",10,"Elecsys Anti-SARS-CoV-2 Roche spike","n-290",88,89,98.88,93.9,99.97,"","table 1",TRUE,"RBD","IgG IgM IgA","CMIA","sandwich",61,89,88,89,99.9080412403868,99.9677844606013,99.4252298610759,99.9994373625204
"--","Europe","Germany","--","hospitalized + non-hospitalized patients","--","--","*2020",12,"Elecsys Anti-SARS-CoV-2 Roche spike","n-290",91,91,100,96.03,100,"","table 1",TRUE,"RBD","IgG IgM IgA","CMIA","sandwich",61,91,90,91,99.9432080219922,99.9884102317758,99.5701467703894,99.9999215549142
"--","Europe","Germany","--","hospitalized + non-hospitalized patients","--","--","*2020",14,"Elecsys Anti-SARS-CoV-2 Roche spike","n-290",35,35,100,90,100,"","table 1",TRUE,"RBD","IgG IgM IgA","CMIA","sandwich",61,35,35,35,99.9615773251169,99.9958108947436,99.6806975873014,99.9999892305447
"--","Europe","Germany","--","hospitalized + non-hospitalized patients","--","--","*2020",1,"Elecsys Anti-SARS-CoV-2 Roche spike","n-290",35,39,89.74,75.78,97.13,"","table 1",TRUE,"RBD","IgG IgM IgA","CMIA","sandwich",60,37,30,39,94.3463506693706,95.8823396166037,80.4222634491253,99.3383391657073
"--","Europe","Germany","--","hospitalized + non-hospitalized patients","--","--","*2020",2,"Elecsys Anti-SARS-CoV-2 Roche spike","n-290",192,194,98.97,96.33,99.87,"","table 1",TRUE,"RBD","IgG IgM IgA","CMIA","sandwich",60,188,166,194,95.7930084209352,96.7999776234673,86.2234901005899,99.4128960744156
"--","Europe","Germany","--","hospitalized + non-hospitalized patients","--","--","*2020",4,"Elecsys Anti-SARS-CoV-2 Roche spike","n-290",123,123,100,97.05,100,"","table 1",TRUE,"RBD","IgG IgM IgA","CMIA","sandwich",60,121,113,123,97.6493473179283,98.082642713178,93.1719350800665,99.5696999698201
"--","Europe","Germany","--","hospitalized + non-hospitalized patients","--","--","*2020",6,"Elecsys Anti-SARS-CoV-2 Roche spike","n-290",162,162,100,97.75,100,"","table 1",TRUE,"RBD","IgG IgM IgA","CMIA","sandwich",60,160,155,162,98.6402265844059,98.8422900862432,96.4047383241031,99.7381146458769
"1","South Asia","Maldives","greater Male’ area","representative","10/15/2020","11/16/2020","10/31/2020",4,"Vitros Ortho (not total) IgG anti-spike","n-151",77,133,57.89,49.03,66.4,"Yes","table 1",TRUE,"S","IgG","CMIA","indirect",59,104,46,129,74.9332622976863,78.4504287855761,35.7267069656603,96.0557161606599
"--","North America","USA","{ San Francisco }","non-hospitalized patients","--","--","--",5,"Vitros Ortho (not total) IgG anti-spike","n-132",111,147,75.1,67.8,82,"Not yet","supplementary table 8",TRUE,"S","IgG","CMIA","indirect",59,113,86,132,76.3841880209731,77.0431610798647,60.1345705730682,88.4328973468178
"--","North America","USA","{ San Francisco }","non-hospitalized patients","--","--","--",7,"Vitros Ortho (not total) IgG anti-spike","n-132",72,113,63.5,54.4,72.4,"Not yet","supplementary table 8",TRUE,"S","IgG","CMIA","indirect",59,75,38,101,65.2849687319716,66.5800174928735,35.0214833265142,87.9957912938926
"6","South Asia","India","Delhi, unvaccinated population","representative","9/24/2021","10/14/2021","2021-10-04",6,"Vitros Ortho (not total) IgG anti-spike","n-153",1739,2143,81.15,79.43,82.78,NA,"table 4",FALSE,"S","IgG","CMIA","indirect",59,1465,447,2033,65.1687593103471,68.4134260511488,20.958038428516,94.8649006256669
"--","North America","USA","{ San Francisco }","non-hospitalized patients","*April 2020","*July 2020","--",1,"Vitros Ortho (not total) IgG anti-spike","n-132",157,172,91,86.3,95,"Not yet","supplementary table 8",TRUE,"S","IgG","CMIA","indirect",58,150,124,164,86.4201750077437,87.2099430240924,73.296797773391,94.6225291174736
"--","North America","USA","{ San Francisco }","non-hospitalized patients","--","--","--",3,"Vitros Ortho (not total) IgG anti-spike","n-132",139,165,84.3,78.5,89.8,"Not yet","supplementary table 8",TRUE,"S","IgG","CMIA","indirect",58,135,115,150,81.3193111807084,81.6612249145245,71.4246906742788,88.9715139974641
"1","North America","USA","Connecticut","representative","6/10/2020","7/29/2020","2020-07-04",2,"Vitros Ortho (not total) IgG anti-spike","n-2",11,11,100,71.51,100,NA,"table 3",FALSE,"S","IgG","CMIA","indirect",58,9,4,11,80.4013238521759,83.7889662545838,46.1813461142659,96.8605741010941
"5","South Asia","India","Delhi, unvaccinated population","representative","1/11/2021","1/22/2021","2021-01-16",3,"Vitros Ortho (not total) IgG anti-spike","n-86",817,1121,72.88,70.18,75.47,NA,"table 2",FALSE,"S","IgG","CMIA","indirect",58,904,476,1077.025,77.4594306667727,80.6029228071378,42.6312777505058,96.0113351978002
"--","Latin America","Brazil","{ Pelotas }","hospitalized + non-hospitalized patients","--","--","*November 2020",3,"University of Rio de Janeiro (UFRJ) anti-spike ELISA","n-171",23,25,92,73.97,99.02,"Yes","",TRUE,"S","IgG","ELISA","indirect",57,24,19,25,92.6484502194874,93.5467968642467,81.8007772955381,98.2461648613543
"--","Latin America","Brazil","{ Pelotas }","hospitalized + non-hospitalized patients","--","--","*November 2020",4,"University of Rio de Janeiro (UFRJ) anti-spike ELISA","n-171",26,26,100,86.77,100,"Yes","",TRUE,"S","IgG","ELISA","indirect",57,25,19,26,92.7812927212277,94.2184060654298,78.1182002753191,98.9477262148866
"--","Latin America","Brazil","{ Pelotas }","hospitalized + non-hospitalized patients","--","--","*November 2020",5,"University of Rio de Janeiro (UFRJ) anti-spike ELISA","n-171",27,31,87.1,70.17,96.37,"Yes","",TRUE,"S","IgG","ELISA","indirect",57,30,22,31,92.6510792938368,94.8899930222774,72.937699223218,99.4121716147228
"--","Latin America","Brazil","{ Pelotas }","hospitalized + non-hospitalized patients","--","--","*November 2020",1,"University of Rio de Janeiro (UFRJ) anti-spike ELISA","n-171",23,26,88.46,69.85,97.55,"Yes","",TRUE,"S","IgG","ELISA","indirect",56,24,20,26,92.3646031261529,93.2343148870288,81.7686791232824,97.8767210353806
"--","Latin America","Brazil","{ Rio de Janeiro city }","hospitalized + non-hospitalized patients","--","--","--",1,"University of Rio de Janeiro (UFRJ) anti-spike ELISA","n-170",54,54,100,93.4,100,"Yes","table 1 (not yet included in seroreversion paper)",TRUE,"S","IgG","ELISA","indirect",56,49,32,54,88.2016546400056,91.0551121980462,61.8717717456339,98.543012769415
"--","Latin America","Brazil","{ Rio de Janeiro city }","hospitalized + non-hospitalized patients","--","--","--",2,"University of Rio de Janeiro (UFRJ) anti-spike ELISA","n-170",107,107,100,96.61,100,"Yes","table 1",TRUE,"S","IgG","ELISA","indirect",56,97,63,106,87.6728918155119,90.6315515006783,59.7940553942146,98.4407208321273
"--","Latin America","Brazil","{ Pelotas }","hospitalized + non-hospitalized patients","--","--","*November 2020",2,"University of Rio de Janeiro (UFRJ) anti-spike ELISA","n-171",24,26,92.31,74.87,99.05,"Yes","",TRUE,"S","IgG","ELISA","indirect",56,24,20,26,92.4668851442255,93.0257186053188,84.6207281318717,97.2176175121502
"1","Europe","Denmark","National (We test)","representative","10/2/2020","10/11/2020","10/6/2020",4,"Livzon COVID-19 IgG IgM lateral flow","n-105",9,41,21.95,10.56,37.61,"Yes","supplementary figure 7",TRUE,NA,"IgG IgM","LFIA","indirect",55,6,1,14,16.4209579712461,15.6520853576702,6.84836769022211,30.3239670362098
"1","Europe","Denmark","National (We test)","representative","10/2/2020","10/11/2020","10/6/2020",6,"Livzon COVID-19 IgG IgM lateral flow","n-105",51,261,19.54,14.91,24.88,"Yes","supplementary figure 7",TRUE,NA,"IgG IgM","LFIA","indirect",55,21,3,75,9.90946190516752,8.13338442223875,1.74281497645249,28.3938488125666
"1","Europe","Denmark","National (We test)","representative","10/2/2020","10/11/2020","10/6/2020",7,"Livzon COVID-19 IgG IgM lateral flow","n-105",8,41,19.51,8.821,34.87,"Yes","supplementary figure 7",TRUE,NA,"IgG IgM","LFIA","indirect",55,2,0,12,7.88384426780022,5.75714129812872,0.862599953239419,27.4862314232286
"1","Europe","Denmark","National (We test)","representative","10/2/2020","10/11/2020","10/6/2020",1,"Livzon COVID-19 IgG IgM lateral flow","n-105",77,216,35.65,29.27,42.43,"Yes","supplementary figure 7",TRUE,NA,"IgG IgM","LFIA","indirect",54,107,50,164,49.5624846496468,49.5880281057598,24.0647918247184,74.8788838833279
"1","Europe","Denmark","National (We test)","representative","10/2/2020","10/11/2020","10/6/2020",2,"Livzon COVID-19 IgG IgM lateral flow","n-105",51,188,27.13,20.91,34.08,"Yes","supplementary figure 7",TRUE,NA,"IgG IgM","LFIA","indirect",54,80,41,123,42.9309866860017,42.6359477669264,22.9541516342425,64.3302682526743
"1","Europe","Andorra","National","representative","5/4/2020","5/13/2020","2020-05-08",1,"Livzon COVID-19 IgG IgM lateral flow","n-43",305,378,80.69,76.34,84.55,NA,"",FALSE,NA,"IgG IgM","LFIA","indirect",54,285,107,362,71.7005160990938,75.4669065921318,28.46725636581,95.6167920565881
"3","South Asia","India","National","representative","--","--","12/27/2020",5,"Siemens Advia SARS-CoV-2 IgG anti-RBD","n-96",44,74,59.46,47.41,70.73,"Yes","supplementary table (page 8)",TRUE,"RBD","IgG","CMIA","indirect",53,41,23,57,54.788186372909,54.9865963072028,33.9507033497856,74.5844157562552
"3","South Asia","India","National","representative","--","--","12/27/2020",7,"Siemens Advia SARS-CoV-2 IgG anti-RBD","n-96",12,23,52.17,30.59,73.18,"N","supplementary table (page 8)",TRUE,"RBD","IgG","CMIA","indirect",53,11,3,19,47.5961511594135,47.4287451078711,17.2733648826264,79.3483774762841
"3","South Asia","India","National","representative","--","--","12/27/2020",1,"Siemens Advia SARS-CoV-2 IgG anti-RBD","n-96",25,38,65.79,48.65,80.37,"Yes","supplementary table (page 8)",TRUE,"RBD","IgG","CMIA","indirect",52,30,19,37,77.9663613718642,79.7098630866236,54.1895268625618,92.7660673250422
"3","South Asia","India","National","representative","--","--","12/27/2020",3,"Siemens Advia SARS-CoV-2 IgG anti-RBD","n-96",60,96,62.5,52.03,72.18,"Yes","supplementary table (page 8)",TRUE,"RBD","IgG","CMIA","indirect",52,68,50,83,70.651110681056,71.2346106108964,54.6224277767261,83.6277317526702
"--","Europe","Scotland","{ ? }","hospitalized + non-hospitalized patients","*September 2020","*November 2020","--",4,"Roche SARS-CoV-2 rapid antibody test anti-spike anti-nucleocapsid IgG IgM","n-213",41,44,93.18,81.34,98.57,"Yes","table 3",TRUE,"N, S","IgG IgM","LFIA","indirect",51,43,39,44,97.1649478048849,97.7022926871576,91.6098786441695,99.5161599862072
"--","Europe","Scotland","{ ? }","hospitalized + non-hospitalized patients","*September 2020","*November 2020","--",6,"Roche SARS-CoV-2 rapid antibody test anti-spike anti-nucleocapsid IgG IgM","n-213",65,79,82.28,72.06,89.96,"Yes","table 3",TRUE,"N, S","IgG IgM","LFIA","indirect",51,78,67,79,96.9022923312621,98.2080149283084,85.8890434042377,99.8522535465523
"--","Europe","Scotland","{ ? }","hospitalized + non-hospitalized patients","*September 2020","*November 2020","--",1,"Roche SARS-CoV-2 rapid antibody test anti-spike anti-nucleocapsid IgG IgM","n-213",30,32,93.75,79.19,99.23,"Yes","table 2",TRUE,"N, S","IgG IgM","LFIA","indirect",50,30,24,32,91.5251842833392,92.6194074189831,79.6250013601347,97.7632225597749
"--","Europe","Scotland","{ ? }","hospitalized + non-hospitalized patients","*September 2020","*November 2020","--",2,"Roche SARS-CoV-2 rapid antibody test anti-spike anti-nucleocapsid IgG IgM","n-213",151,154,98.05,94.41,99.6,"Yes","table 3",TRUE,"N, S","IgG IgM","LFIA","indirect",50,141,122,150,90.6560378040801,91.3997246957048,80.7362929894014,96.656196326064
"--","Europe","Scotland","{ ? }","hospitalized + non-hospitalized patients","*September 2020","*November 2020","--",4,"LumiraDx SARS-CoV-2 anti-spike antibody test","n-213",42,43,97.67,87.71,99.94,"Yes","table 3",TRUE,"RBD, S","IgG IgM IgA","CMIA",NA,49,42,38,43,96.8128643161611,97.3585605494139,91.0340524136988,99.4046885518701
"--","Europe","Scotland","{ ? }","hospitalized + non-hospitalized patients","*September 2020","*November 2020","--",6,"LumiraDx SARS-CoV-2 anti-spike antibody test","n-213",56,57,98.25,90.61,99.96,"Yes","table 3",TRUE,"RBD, S","IgG IgM IgA","CMIA",NA,49,56,48,57,96.6189039212867,97.9573952764619,84.8776015504167,99.8300733839037
"--","Europe","Scotland","{ ? }","hospitalized + non-hospitalized patients","*September 2020","*November 2020","--",1,"LumiraDx SARS-CoV-2 anti-spike antibody test","n-213",52,56,92.86,82.71,98.02,"Yes","table 2",TRUE,"RBD, S","IgG IgM IgA","CMIA",NA,48,54,46,56,94.7725965632996,95.7732927784848,84.6545492398682,99.0455810573639
"--","Europe","Scotland","{ ? }","hospitalized + non-hospitalized patients","*September 2020","*November 2020","--",2,"LumiraDx SARS-CoV-2 anti-spike antibody test","n-213",150,153,98.04,94.38,99.59,"Yes","table 3",TRUE,"RBD, S","IgG IgM IgA","CMIA",NA,48,147,134,153,95.7144235144289,96.3222713107769,88.8512153878888,99.014284032206
"--","Europe","Finland","{ 5 hospital districts }","convenience (general population)","--","--","*October 2020",8,"in-house THL Finland neutralization assay","n-184",335,367,91.28,87.91,93.96,"Yes","5 districts listed in n-181 and are:  Uusimaa [contains Helsinki], Pirkanmaa, Pohjois-Pohjanmaa [a.k.a. North Ostrobothnia], Pohjois-Savo, Varsinais-Suomi",TRUE,NA,NA,"NT (cell)",NA,47,344,223,365,90.423159339992,93.8286662938777,60.8098915086972,99.3247241822071
"--","Europe","Finland","{ 5 hospital districts }","convenience (general population)","--","--","*May 2021",13,"in-house THL Finland neutralization assay","n-184",320,367,87.19,83.34,90.44,"Yes","5 districts listed in n-181 and are:  Uusimaa [contains Helsinki], Pirkanmaa, Pohjois-Pohjanmaa [a.k.a. North Ostrobothnia], Pohjois-Savo, Varsinais-Suomi",TRUE,NA,NA,"NT (cell)",NA,47,347,151,367,88.5176313001093,94.4840541949347,41.6929155388616,99.7652666813474
"--","Europe","Finland","{ Helsinki }","convenience (general population)","--","--","--",4,"in-house THL Finland neutralization assay","n-183",63,64,98.44,91.6,99.96,"Yes","",TRUE,NA,NA,"NT (cell)",NA,46,57,35,64,86.1849314880313,89.4562237491223,55.1996406565849,98.2910067210687
"--","Europe","Finland","{ 5 hospital districts }","convenience (general population)","*early November 2020","December 2020","--",7,"in-house THL Finland neutralization assay","n-182",792,867,91.35,89.28,93.14,"N","5 districts listed in n-181 and are:  Uusimaa [contains Helsinki], Pirkanmaa, Pohjois-Pohjanmaa [a.k.a. North Ostrobothnia], Pohjois-Savo, Varsinais-Suomi",TRUE,NA,NA,"NT (cell)",NA,46,757,435,850,83.8444093652467,87.2977489120416,50.2746154836696,97.9142188286057
"2","Europe","England","National (REACT-2)","representative","7/31/2020","8/13/2020","2020-08-06",3,"Fortress Diagnostics LFIA COVID-19 total, Northern Ireland (recognizes spike)","n-102",274,360,76.11,71.36,80.42,NA,"supplemental table S3 in file 7",FALSE,"S","IgG IgM","LFIA","indirect",45,274,100,347,71.994876420468,76.0961344798557,28.1321483871873,96.0351117415685
"3","Europe","England","National (REACT-2)","representative","9/15/2020","9/28/2020","2020-09-21",4,"Fortress Diagnostics LFIA COVID-19 total, Northern Ireland (recognizes spike)","n-102",474,750,63.2,59.64,66.66,NA,"supplemental table S3 in file 7",FALSE,"S","IgG IgM","LFIA","indirect",45,554,157,725,69.2492386620518,73.7256059562104,21.0157088394647,96.4612018771746
"1","Europe","England","National (REACT-2)","representative","6/20/2020","7/13/2020","2020-07-01",2,"Fortress Diagnostics LFIA COVID-19 total, Northern Ireland (recognizes spike)","n-14",277,341,81.23,76.68,85.24,NA,"supplemental table 3",FALSE,"S","IgG IgM","LFIA","indirect",44,270,124,329,75.8845425344386,79.2533726277827,36.8149222893528,96.189151014258
"4","Europe","England","National (REACT-2)","representative","10/27/2020","11/10/2020","2020-11-03",1,"Fortress Diagnostics LFIA COVID-19 total, Northern Ireland (recognizes spike)","n-15",1094,1765,61.98,59.67,64.25,NA,"table S2",FALSE,"S","IgG IgM","LFIA","indirect",44,1525,865,1725,82.8922232565007,86.3880297743117,49.0681970702598,97.6510436773084
"--","Europe","Scotland","{ ? }","hospitalized + non-hospitalized patients","*September 2020","*November 2020","--",4,"Biomerica anti-nucleocapsid IgG IgM rapid test","n-213",39,44,88.64,75.44,96.21,"Yes","table 3",TRUE,"N","IgG IgM","LFIA","indirect",43,40,32,44,89.1554272046491,90.1965376979754,75.7470036088087,96.6196735327103
"--","Europe","Scotland","{ ? }","hospitalized + non-hospitalized patients","*September 2020","*November 2020","--",6,"Biomerica anti-nucleocapsid IgG IgM rapid test","n-213",43,79,54.43,42.83,65.69,"Yes","table 3",TRUE,"N","IgG IgM","LFIA","indirect",43,70,42,78,85.5335116491191,88.8237614292277,54.3966317058727,98.249495586418
"--","Europe","Scotland","{ ? }","hospitalized + non-hospitalized patients","*September 2020","*November 2020","--",1,"Biomerica anti-nucleocapsid IgG IgM rapid test","n-213",53,57,92.98,83,98.05,"Yes","table 2",TRUE,"N","IgG IgM","LFIA","indirect",42,53,44,57,91.8008295353004,92.7694471192144,80.4847006407511,97.6527379240903
"--","Europe","Scotland","{ ? }","hospitalized + non-hospitalized patients","*September 2020","*November 2020","--",2,"Biomerica anti-nucleocapsid IgG IgM rapid test","n-213",143,157,91.08,85.49,95.04,"Yes","table 3",TRUE,"N","IgG IgM","LFIA","indirect",42,140,119,152,88.5080603610538,89.2585945624891,77.3117442888956,95.5095319919585
"--","Latin America","Argentina","{ ? }","hospitalized + non-hospitalized patients","--","*September 2020","--",3,"COVIDAR anti-spike anti-RBD","n-224",113,137,82.48,75.06,88.44,"Yes","table 1",TRUE,"RBD, S","IgG IgM","ELISA","indirect",41,92,54,119,66.2476660920259,67.2569066914372,40.4378927824738,85.7449647960464
"1","Latin America","Argentina","Puerto Madryn","representative","03/03/2021","4/17/2021","2021-03-25",5,"COVIDAR anti-spike anti-RBD","n-248",57,78,73.08,61.84,82.5,NA,"positive on nasal swab (supplemental S2 data)",FALSE,"RBD, S","IgG IgM","ELISA","indirect",41,58,9,77,68.2544457314067,74.6703534146832,12.4145537190151,98.1838239343106
"--","Latin America","Argentina","{ ? }","hospitalized + non-hospitalized patients","--","*September 2020","--",1,"COVIDAR anti-spike anti-RBD","n-224",335,453,73.95,69.65,77.94,"Yes","table 1",TRUE,"RBD, S","IgG IgM","ELISA","indirect",40,396,345,427,86.8961257747489,87.4575445303755,76.7441189682488,93.7235306521981
"--","Latin America","Argentina","{ ? }","hospitalized + non-hospitalized patients","--","--","--",1,"COVIDAR anti-spike anti-RBD","n-227",252,289,87.2,82.79,90.82,"Yes","figure 1A",TRUE,"RBD, S","IgG IgM","ELISA","indirect",40,253,150,283,84.1398007897171,87.4165316690043,52.5589471938396,97.706540188358
"--","Europe","Scotland","{ ? }","hospitalized + non-hospitalized patients","*September 2020","*November 2020","--",4,"Abingdon AbC-19 IgG anti-spike","n-213",35,43,81.4,66.6,91.61,"Yes","table 3",TRUE,"S","IgG","LFIA","sandwich",39,33,20,40,74.3284392272438,75.6496315655796,50.8134404853432,90.0115963935918
"--","Europe","Scotland","{ ? }","hospitalized + non-hospitalized patients","*September 2020","*November 2020","--",6,"Abingdon AbC-19 IgG anti-spike","n-213",50,73,68.49,56.56,78.87,"Yes","table 3",TRUE,"S","IgG","LFIA","sandwich",39,51,16,70,66.5639880469116,69.5764832168235,22.5558465011909,94.4392751979731
"--","Europe","Scotland","{ ? }","hospitalized + non-hospitalized patients","*September 2020","*November 2020","--",2,"Abingdon AbC-19 IgG anti-spike","n-213",122,152,80.26,73.04,86.27,"Yes","table 3",TRUE,"S","IgG","LFIA","sandwich",38,130,106,144,84.7570278302231,85.5785572135329,70.8993079224427,93.8709287885508
"1","Europe","Switzerland","{ Vaud }","convenience (general population)","5/4/2020","6/27/2020","5/31/2020",2.5,"SenASTrIS test (Sensitive Anti-SARS-CoV-2 Spike Trimer Immunoglobulin Serological)","n-301",215,219,98.17,95.39,99.5,"","table 1 (not yet included in seroreversion paper)",TRUE,"S","IgG IgA","ELISA","indirect",37,192,100,216,83.4693909270165,87.7123929304335,46.1396615930044,98.3858147832712
"1","Europe","Switzerland","11 cantons","representative","*October 2020","*February 2021","2020-12-20",1,"SenASTrIS test (Sensitive Anti-SARS-CoV-2 Spike Trimer Immunoglobulin Serological)","n-299",128,143,89.51,83.29,94.01,NA,"table 1 (not yet in seroreversion paper nor in PRISMA list / tab)",FALSE,"S","IgG IgA","ELISA","indirect",36,135,101,143,92.265492590781,94.6418140788984,71.0923773428124,99.2468030782321
"2","Europe","Spain","National","representative","5/18/2020","6/1/2020","2020-05-25",2,"Orient Gene Biotech COVID-19 IgG/IgM Rapid Test anti-spike","n-104",276,360,76.67,71.95,80.94,NA,"tabla 6 (page 19)",FALSE,"S","IgG IgM","LFIA","indirect",35,317,169,355,84.0882584397303,88.1278846715681,47.3854337804575,98.3075427190452
"3","Europe","Spain","National","representative","6/8/2020","6/22/2020","2020-06-15",2,"Orient Gene Biotech COVID-19 IgG/IgM Rapid Test anti-spike","n-104",341,460,74.13,69.87,78.07,NA,"tabla 6 (page 19)",FALSE,"S","IgG IgM","LFIA","indirect",35,405,223,453,84.1940466801117,88.0999143968044,48.8808579134137,98.2914013032372
"4","Europe","Spain","National","representative","11/16/2020","11/29/2020","2020-11-22",2,"Orient Gene Biotech COVID-19 IgG/IgM Rapid Test anti-spike","n-45",1137,1777,63.98,61.7,66.22,NA,"tabla 8 (page 20)",FALSE,"S","IgG IgM","LFIA","indirect",35,1564,861.975,1747,84.1103115491103,88.0470741307537,48.5000948361338,98.2622384181696
